ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
1238771,2007,7250,服务业,广西,有限责任公司,企业法人,0.98,NA
1238821,2007,9300,交通运输业,广西,集体所有制企业,企业法人,0.86,NA
1239541,2000,1320,零售业,湖北,农民专业合作社,企业法人,0.69,NA
1240008,NA,3400,交通运输业,山东,有限责任公司,企业法人,0.62,NA
1240016,2011,5780,服务业,湖北,集体所有制企业,企业法人,0.78,NA
1240332,2008,4920,商业服务业,山东,农民专业合作社,企业法人,0.88,NA
1240375,2013,3130,交通运输业,湖北,集体所有制企业,自然人,0.72,NA
1240601,2003,5410,交通运输业,湖南,有限责任公司,自然人,0.79,NA
1240680,2003,1770,交通运输业,广西,集体所有制企业,企业法人,0.81,NA
1240943,2009,7040,零售业,山东,股份有限公司,企业法人,0.68,NA
1241034,2000,NA,社区服务,福建,有限责任公司,自然人,0.57,NA
1241057,2013,6660,商业服务业,广西,集体所有制企业,自然人,0.58,NA
1242064,2008,340,服务业,福建,有限责任公司,自然人,0.52,NA
1242482,2001,9680,服务业,广西,集体所有制企业,企业法人,0.8,NA
1242604,2006,3340,零售业,湖南,集体所有制企业,自然人,0.64,NA
1242707,2001,1010,工业,广西,集体所有制企业,自然人,0.8,NA
1242761,2005,9660,零售业,湖北,股份有限公司,自然人,0.58,NA
1243005,NA,6240,工业,广西,合伙企业,企业法人,0.92,NA
1243090,2009,7000,商业服务业,广东,农民专业合作社,自然人,0.8,NA
1243091,2002,1580,交通运输业,湖北,农民专业合作社,自然人,0.69,NA
1243200,2007,2960,社区服务,福建,农民专业合作社,自然人,1,NA
1243204,2011,3780,交通运输业,湖南,有限责任公司,企业法人,0.52,NA
1243288,2005,5160,商业服务业,山东,农民专业合作社,自然人,0.67,NA
1243365,2009,1410,零售业,江西,股份有限公司,企业法人,0.91,NA
1243590,2005,4300,社区服务,湖北,股份有限公司,自然人,0.64,NA
1243740,2004,4740,服务业,福建,农民专业合作社,自然人,0.6,NA
1243972,2009,3430,交通运输业,江西,集体所有制企业,企业法人,0.74,NA
1244069,2005,3800,交通运输业,湖北,农民专业合作社,自然人,0.84,NA
1244266,2012,8770,服务业,湖北,股份有限公司,自然人,0.52,NA
1244477,2013,3310,社区服务,湖南,集体所有制企业,自然人,0.94,NA
1244540,2008,7480,交通运输业,湖北,有限责任公司,企业法人,0.54,NA
1244662,2012,520,零售业,福建,合伙企业,自然人,0.77,NA
1244853,2012,6310,社区服务,江西,农民专业合作社,企业法人,0.87,NA
1244967,2012,7710,零售业,广西,合伙企业,企业法人,0.59,NA
1245169,2014,6980,商业服务业,广西,有限责任公司,自然人,0.53,NA
1245318,2014,5970,服务业,江西,农民专业合作社,企业法人,0.93,NA
1245555,2009,2450,社区服务,山东,合伙企业,自然人,0.96,NA
1245611,2004,5450,商业服务业,山东,合伙企业,自然人,0.79,NA
1245737,2008,5030,商业服务业,江西,股份有限公司,自然人,0.73,NA
1246098,NA,640,商业服务业,福建,合伙企业,自然人,0.92,NA
1246645,2007,5460,零售业,江西,有限责任公司,自然人,0.75,NA
1246654,2006,7580,商业服务业,广东,集体所有制企业,自然人,0.82,NA
1246840,2011,7410,商业服务业,福建,合伙企业,企业法人,0.65,NA
1246884,2007,8120,商业服务业,湖北,股份有限公司,自然人,0.67,NA
1247192,2004,4950,零售业,山东,有限责任公司,自然人,0.53,NA
1247270,2008,8050,零售业,湖南,合伙企业,自然人,0.52,NA
1247350,2000,8770,服务业,广东,有限责任公司,企业法人,0.97,NA
1247563,2014,3130,社区服务,湖北,股份有限公司,企业法人,0.87,NA
1247601,2014,6210,零售业,广西,集体所有制企业,自然人,0.72,NA
1247665,2001,1570,社区服务,湖南,股份有限公司,企业法人,0.98,NA
1248084,2005,4120,工业,山东,股份有限公司,企业法人,0.91,NA
1248467,2007,5730,交通运输业,湖南,股份有限公司,企业法人,0.88,NA
1248529,2002,6620,服务业,广东,股份有限公司,自然人,0.6,NA
1248542,2006,3870,社区服务,湖南,有限责任公司,自然人,0.62,NA
1249108,2002,6060,社区服务,广东,有限责任公司,自然人,0.53,NA
1249289,2000,7670,社区服务,广东,有限责任公司,企业法人,0.69,NA
1249382,2001,5130,交通运输业,湖南,股份有限公司,企业法人,0.52,NA
1249505,2014,3090,服务业,湖南,股份有限公司,企业法人,0.61,NA
1249520,2011,9130,服务业,湖南,有限责任公司,企业法人,NA,NA
1249605,2002,8610,交通运输业,江西,合伙企业,自然人,0.54,NA
1249657,2003,9400,服务业,广西,有限责任公司,企业法人,NA,NA
1249778,2004,9430,服务业,山东,集体所有制企业,企业法人,0.77,NA
1250369,2005,340,工业,福建,集体所有制企业,企业法人,0.54,NA
1250381,2006,6950,交通运输业,湖南,有限责任公司,企业法人,0.96,NA
1251002,2002,9810,交通运输业,湖北,股份有限公司,企业法人,0.9,NA
1251202,2012,1790,工业,广西,集体所有制企业,自然人,0.65,NA
1251483,2001,9910,工业,江西,农民专业合作社,企业法人,0.88,NA
1251963,2014,1030,工业,山东,有限责任公司,企业法人,0.92,NA
1252024,2014,8070,服务业,江西,合伙企业,自然人,0.67,NA
1252037,2001,1740,工业,湖北,股份有限公司,企业法人,0.59,NA
1252041,2008,8700,NA,湖北,集体所有制企业,自然人,0.92,NA
1252400,2002,5970,服务业,江西,农民专业合作社,自然人,0.89,NA
1252421,2009,210,服务业,湖北,集体所有制企业,自然人,0.55,NA
1252807,2002,8070,社区服务,湖北,集体所有制企业,企业法人,0.99,NA
1253227,2009,1330,社区服务,湖北,股份有限公司,企业法人,0.6,NA
1253591,2000,3770,零售业,山东,集体所有制企业,企业法人,0.81,NA
1254648,2008,510,服务业,广东,合伙企业,企业法人,0.92,NA
1254980,2003,8970,服务业,湖北,集体所有制企业,企业法人,0.79,NA
1254986,2001,NA,工业,江西,有限责任公司,企业法人,0.89,NA
1255230,2003,2850,商业服务业,广东,有限责任公司,企业法人,0.84,NA
1255233,2000,5290,零售业,江西,农民专业合作社,自然人,1,NA
1255720,2014,4700,工业,山东,股份有限公司,企业法人,0.7,NA
1255818,2011,8250,社区服务,山东,农民专业合作社,自然人,0.72,NA
1256159,2012,5610,交通运输业,江西,农民专业合作社,企业法人,0.67,NA
1256408,2011,1370,商业服务业,山东,股份有限公司,企业法人,0.86,NA
1256757,2001,6950,服务业,山东,有限责任公司,企业法人,0.89,NA
1256873,2013,6920,零售业,江西,集体所有制企业,自然人,0.56,NA
1256877,2011,2500,服务业,江西,股份有限公司,自然人,0.82,NA
1256953,2013,4860,交通运输业,广西,有限责任公司,自然人,0.57,NA
1257018,2008,820,社区服务,湖南,有限责任公司,自然人,0.88,NA
1257031,2004,4430,服务业,广西,集体所有制企业,企业法人,0.71,NA
1257035,2014,4060,工业,福建,农民专业合作社,企业法人,0.75,NA
1257145,2001,700,服务业,江西,股份有限公司,自然人,0.82,NA
1257201,2000,3390,社区服务,江西,合伙企业,企业法人,0.79,NA
1257248,2011,9720,商业服务业,广东,合伙企业,企业法人,0.83,NA
1257950,2006,5550,工业,福建,有限责任公司,企业法人,0.95,NA
1258110,2008,1470,工业,福建,农民专业合作社,自然人,0.64,NA
1258622,2004,9280,社区服务,湖南,股份有限公司,自然人,0.82,NA
1258759,2007,1020,商业服务业,广东,合伙企业,自然人,0.54,NA
1259162,2003,8790,零售业,湖北,集体所有制企业,自然人,0.89,NA
1259232,2012,1040,工业,福建,农民专业合作社,企业法人,0.87,NA
1259244,2006,4520,零售业,江西,股份有限公司,自然人,1,NA
1259529,2013,4530,服务业,江西,股份有限公司,企业法人,0.83,NA
1259658,2014,8740,交通运输业,山东,集体所有制企业,自然人,0.79,NA
1259816,2000,9790,服务业,福建,农民专业合作社,自然人,0.78,NA
1260336,2006,170,工业,湖北,农民专业合作社,企业法人,0.96,NA
1260584,2000,9580,服务业,广东,股份有限公司,企业法人,0.82,NA
1260597,2006,2100,社区服务,江西,合伙企业,自然人,0.81,NA
1260628,2005,8510,服务业,江西,合伙企业,自然人,0.57,NA
1260638,2006,4160,零售业,江西,有限责任公司,企业法人,0.74,NA
1261098,2012,5580,交通运输业,山东,集体所有制企业,自然人,0.59,NA
1261831,2011,4810,服务业,山东,农民专业合作社,自然人,0.52,NA
1262110,2014,8860,工业,江西,集体所有制企业,自然人,0.53,NA
1262126,2010,6630,社区服务,广东,股份有限公司,自然人,0.86,NA
1262523,2006,430,零售业,湖北,农民专业合作社,自然人,NA,NA
1262852,2014,3530,工业,福建,集体所有制企业,企业法人,0.9,NA
1262907,2006,5820,交通运输业,湖南,股份有限公司,企业法人,0.75,NA
1263036,2014,9570,社区服务,湖南,集体所有制企业,企业法人,0.69,NA
1263177,2008,5050,服务业,广东,集体所有制企业,企业法人,0.95,NA
1264232,2011,1630,社区服务,江西,有限责任公司,自然人,0.62,NA
1264380,2013,4910,社区服务,广西,股份有限公司,自然人,0.77,NA
1264457,2006,7770,社区服务,江西,合伙企业,企业法人,0.91,NA
1264768,2008,960,工业,山东,农民专业合作社,企业法人,0.74,NA
1264958,2012,2880,商业服务业,山东,集体所有制企业,企业法人,0.55,NA
1264979,2008,5420,商业服务业,湖北,农民专业合作社,自然人,0.89,NA
1265068,2008,5450,社区服务,福建,集体所有制企业,自然人,0.99,NA
1265372,2005,2710,零售业,湖南,合伙企业,自然人,0.74,NA
1266332,2012,1460,交通运输业,湖北,合伙企业,自然人,0.89,NA
1266513,2002,8980,社区服务,江西,集体所有制企业,自然人,0.6,NA
1266691,NA,5690,交通运输业,福建,合伙企业,企业法人,0.82,NA
1266927,2012,3060,交通运输业,湖北,合伙企业,企业法人,0.71,NA
1267016,2004,7710,交通运输业,广西,集体所有制企业,企业法人,0.7,NA
1267026,2009,5750,商业服务业,江西,合伙企业,自然人,0.67,NA
1267189,2004,4760,工业,山东,集体所有制企业,自然人,0.88,NA
1267241,2011,2920,工业,江西,股份有限公司,企业法人,0.81,NA
1267580,2007,3130,社区服务,广西,有限责任公司,NA,0.57,NA
1267857,2001,220,交通运输业,湖北,合伙企业,企业法人,0.89,NA
1267950,2012,4640,商业服务业,湖北,股份有限公司,企业法人,0.99,NA
1267971,2001,9380,服务业,江西,股份有限公司,自然人,0.85,NA
1268372,2009,9370,社区服务,山东,农民专业合作社,自然人,0.88,NA
1268492,2003,960,交通运输业,山东,集体所有制企业,企业法人,0.87,NA
1268586,2008,2960,服务业,江西,集体所有制企业,自然人,0.86,NA
1268589,2013,8810,零售业,福建,有限责任公司,自然人,0.94,NA
1268818,2014,6070,社区服务,山东,股份有限公司,企业法人,0.76,NA
1268955,2000,380,零售业,广西,有限责任公司,企业法人,0.56,NA
1269031,2002,4890,服务业,山东,农民专业合作社,企业法人,0.95,NA
1269272,2002,5210,交通运输业,广东,有限责任公司,自然人,0.82,NA
1269681,2011,8310,服务业,山东,合伙企业,自然人,0.52,NA
1270427,2014,260,零售业,福建,集体所有制企业,自然人,0.93,NA
1270553,2014,7900,服务业,湖北,股份有限公司,企业法人,0.98,NA
1270577,2003,300,服务业,湖南,有限责任公司,自然人,0.8,NA
1271080,2012,5690,零售业,湖北,集体所有制企业,自然人,0.91,NA
1271266,2000,370,商业服务业,广东,合伙企业,企业法人,0.68,NA
1271324,2014,9290,交通运输业,山东,农民专业合作社,企业法人,0.58,NA
1271618,2003,1920,社区服务,广西,农民专业合作社,自然人,0.94,NA
1271955,2007,5940,服务业,福建,农民专业合作社,自然人,0.99,NA
1272131,2013,490,商业服务业,江西,集体所有制企业,企业法人,0.62,NA
1272178,2005,5980,商业服务业,山东,集体所有制企业,自然人,0.75,NA
1272280,2002,210,交通运输业,福建,集体所有制企业,自然人,0.96,NA
1272553,2012,7730,交通运输业,福建,集体所有制企业,自然人,0.8,NA
1272764,2014,8100,社区服务,福建,合伙企业,企业法人,0.67,NA
1272788,2008,6600,服务业,广东,集体所有制企业,自然人,0.69,NA
1273070,2003,8600,交通运输业,湖北,农民专业合作社,企业法人,0.79,NA
1273365,2009,7300,零售业,广西,集体所有制企业,企业法人,0.83,NA
1273442,2011,4200,零售业,山东,合伙企业,企业法人,0.91,NA
1273466,2013,7870,零售业,江西,有限责任公司,企业法人,0.94,NA
1273518,2013,7360,零售业,广东,农民专业合作社,自然人,1,NA
1273534,2002,3500,工业,山东,集体所有制企业,企业法人,0.78,NA
1273711,2010,1890,社区服务,广西,集体所有制企业,企业法人,0.94,NA
1273751,2007,1090,商业服务业,山东,集体所有制企业,企业法人,0.62,NA
1273999,2004,3190,社区服务,山东,合伙企业,企业法人,0.63,NA
1274122,2011,9490,工业,湖北,股份有限公司,企业法人,0.96,NA
1274758,2005,4520,工业,湖南,农民专业合作社,自然人,0.75,NA
1275171,2006,850,零售业,广东,合伙企业,自然人,0.53,NA
1275353,2014,6490,社区服务,湖南,合伙企业,自然人,0.72,NA
1275371,2004,5150,服务业,山东,集体所有制企业,自然人,0.81,NA
1275561,2001,3290,工业,福建,股份有限公司,企业法人,0.51,NA
1275791,2010,2040,商业服务业,江西,合伙企业,企业法人,0.58,NA
1275839,2009,2320,工业,湖北,集体所有制企业,企业法人,0.87,NA
1276109,2009,180,工业,广西,有限责任公司,企业法人,0.85,NA
1276133,2014,1170,社区服务,江西,股份有限公司,自然人,0.74,NA
1276177,2011,2000,服务业,湖南,农民专业合作社,企业法人,0.85,NA
1276611,2005,8980,工业,江西,合伙企业,企业法人,0.57,NA
1276947,2002,4160,服务业,广东,股份有限公司,自然人,0.55,NA
1277545,2013,6550,服务业,湖南,合伙企业,自然人,0.83,NA
1277988,2007,7050,社区服务,山东,股份有限公司,自然人,0.74,NA
1278421,2011,7700,社区服务,湖北,农民专业合作社,企业法人,0.58,NA
1278431,2001,2740,交通运输业,广东,集体所有制企业,企业法人,0.67,NA
1278575,2012,2180,社区服务,广西,有限责任公司,自然人,0.57,NA
1278630,2008,4160,服务业,湖北,有限责任公司,自然人,0.55,NA
1278705,2008,7010,工业,湖南,农民专业合作社,自然人,0.86,NA
1278866,2007,550,服务业,湖北,股份有限公司,企业法人,0.7,NA
1279057,2003,9660,服务业,广西,有限责任公司,企业法人,0.86,NA
1279625,2011,700,服务业,广西,有限责任公司,企业法人,0.62,NA
1280132,2006,5770,交通运输业,福建,集体所有制企业,企业法人,0.51,NA
1280497,2011,9860,交通运输业,山东,有限责任公司,企业法人,0.81,NA
1280597,2007,710,社区服务,广东,农民专业合作社,自然人,0.56,NA
1280966,2002,9090,零售业,广西,集体所有制企业,自然人,0.78,NA
1280991,2009,6250,服务业,福建,股份有限公司,自然人,0.61,NA
1281095,2014,7140,社区服务,江西,合伙企业,自然人,0.99,NA
1281260,2005,8790,交通运输业,广东,农民专业合作社,自然人,0.93,NA
1281308,2008,4070,工业,江西,有限责任公司,自然人,0.57,NA
1281399,2011,2700,服务业,湖南,有限责任公司,自然人,0.8,NA
1281445,2000,8880,社区服务,山东,有限责任公司,自然人,0.76,NA
1281526,2010,3630,商业服务业,广西,合伙企业,自然人,0.51,NA
1281609,2008,3660,服务业,福建,集体所有制企业,企业法人,0.75,NA
1282016,2008,2940,社区服务,湖北,有限责任公司,自然人,0.67,NA
1282129,2010,270,服务业,福建,农民专业合作社,企业法人,0.98,NA
1282642,2010,900,社区服务,广西,农民专业合作社,企业法人,0.56,NA
1282726,2000,4490,服务业,山东,合伙企业,自然人,0.91,NA
1282788,2010,7340,商业服务业,湖南,集体所有制企业,企业法人,0.79,NA
1282813,2008,210,工业,广东,股份有限公司,自然人,1,NA
1282832,2005,8860,工业,湖南,股份有限公司,自然人,0.9,NA
1283489,2014,8550,社区服务,福建,集体所有制企业,自然人,0.88,NA
1283643,2001,9320,工业,湖北,合伙企业,企业法人,0.55,NA
1283927,2008,9010,零售业,湖南,有限责任公司,企业法人,0.73,NA
1284337,2007,5150,社区服务,江西,有限责任公司,企业法人,0.7,NA
1284505,2013,8920,零售业,湖北,农民专业合作社,自然人,0.57,NA
1284528,2007,4530,零售业,江西,合伙企业,企业法人,0.52,NA
1284803,2005,5290,工业,湖南,NA,企业法人,0.74,NA
1284900,2000,4320,服务业,山东,有限责任公司,企业法人,0.78,NA
1285200,2005,7050,社区服务,湖北,集体所有制企业,自然人,0.8,NA
1285292,2002,8580,商业服务业,江西,合伙企业,企业法人,0.73,NA
1285448,2006,3720,社区服务,福建,股份有限公司,自然人,0.69,NA
1285521,2003,4430,交通运输业,广西,农民专业合作社,企业法人,0.74,NA
1285586,2007,6550,社区服务,湖北,集体所有制企业,企业法人,0.6,NA
1285594,2005,3350,商业服务业,江西,农民专业合作社,自然人,0.97,NA
1285848,2013,4830,服务业,湖南,农民专业合作社,自然人,0.57,NA
1285929,2000,7860,商业服务业,江西,集体所有制企业,自然人,0.8,NA
1286034,2001,810,社区服务,湖北,合伙企业,自然人,0.96,NA
1286372,2001,4420,商业服务业,湖南,股份有限公司,企业法人,0.64,NA
1286443,2012,6170,社区服务,福建,股份有限公司,自然人,0.51,NA
1286688,2013,8240,服务业,湖北,集体所有制企业,企业法人,0.84,NA
1286728,2011,1680,社区服务,广西,农民专业合作社,自然人,0.8,NA
1286730,2013,7910,服务业,江西,股份有限公司,企业法人,0.51,NA
1286921,2012,840,工业,湖南,股份有限公司,自然人,0.6,NA
1286927,2012,3470,零售业,山东,有限责任公司,企业法人,0.9,NA
1287232,2007,4610,零售业,湖北,集体所有制企业,自然人,0.58,NA
1287585,2014,2720,服务业,广西,合伙企业,自然人,0.67,NA
1287694,2007,2330,交通运输业,广西,农民专业合作社,自然人,0.59,NA
1288163,2006,5210,零售业,广西,有限责任公司,企业法人,0.92,NA
1288171,2011,4770,交通运输业,湖北,有限责任公司,自然人,0.63,NA
1288262,2002,3500,交通运输业,福建,农民专业合作社,自然人,0.64,NA
1288297,2007,1140,零售业,广东,合伙企业,企业法人,0.81,NA
1288298,2011,8410,工业,广西,股份有限公司,企业法人,0.55,NA
1288373,2007,4400,工业,湖南,合伙企业,自然人,0.73,NA
1289020,2010,2700,商业服务业,湖南,合伙企业,自然人,0.97,NA
1289246,2001,9800,服务业,山东,股份有限公司,企业法人,0.61,NA
1289275,2002,6900,商业服务业,广西,有限责任公司,自然人,0.94,NA
1289336,2010,4670,交通运输业,广东,农民专业合作社,自然人,0.64,NA
1289391,2014,1190,工业,广东,股份有限公司,自然人,0.91,NA
1289607,2011,7360,服务业,广东,合伙企业,自然人,0.71,NA
1289614,2012,7230,交通运输业,福建,有限责任公司,企业法人,0.84,NA
1290049,2008,4500,工业,福建,有限责任公司,自然人,0.78,NA
1290079,2002,6680,商业服务业,广西,集体所有制企业,自然人,0.98,NA
1290296,2007,1030,交通运输业,福建,农民专业合作社,企业法人,0.84,NA
1290545,2003,6020,服务业,广西,有限责任公司,企业法人,0.56,NA
1290687,2003,4620,零售业,湖南,有限责任公司,自然人,0.63,NA
1290750,2001,7150,服务业,山东,集体所有制企业,企业法人,0.76,NA
1290835,2005,8230,零售业,福建,有限责任公司,企业法人,0.92,NA
1291344,2009,3120,交通运输业,广西,股份有限公司,企业法人,0.98,NA
1292658,2000,140,社区服务,湖南,合伙企业,企业法人,0.98,NA
1292705,2003,610,工业,广东,农民专业合作社,自然人,0.89,NA
1292795,2007,2690,商业服务业,江西,合伙企业,企业法人,0.73,NA
1293047,2001,6480,工业,湖北,股份有限公司,自然人,0.78,NA
1293210,2012,7370,零售业,NA,股份有限公司,企业法人,0.62,NA
1293429,2009,9580,社区服务,湖北,合伙企业,企业法人,0.65,NA
1293903,2000,8070,交通运输业,湖南,股份有限公司,自然人,0.76,NA
1294064,2010,8010,交通运输业,广东,农民专业合作社,自然人,0.77,NA
1294239,2001,8730,社区服务,湖南,集体所有制企业,自然人,0.76,NA
1294368,2001,1390,商业服务业,广西,有限责任公司,自然人,0.97,NA
1294873,2005,5520,工业,广东,农民专业合作社,自然人,0.51,NA
1295278,2008,8680,社区服务,江西,有限责任公司,企业法人,0.8,NA
1295411,2008,2470,零售业,福建,农民专业合作社,自然人,0.8,NA
1295561,2006,4620,社区服务,湖北,农民专业合作社,自然人,1,NA
1295715,2001,7800,商业服务业,山东,农民专业合作社,企业法人,0.74,NA
1295805,2007,9140,服务业,广西,集体所有制企业,自然人,0.9,NA
1295994,2004,6780,服务业,福建,股份有限公司,企业法人,0.77,NA
1296301,2014,NA,交通运输业,广西,集体所有制企业,自然人,0.53,NA
1296459,2005,4480,工业,福建,集体所有制企业,自然人,0.64,NA
1296576,2006,5430,零售业,福建,合伙企业,企业法人,1,NA
1296789,NA,2110,零售业,江西,股份有限公司,企业法人,0.92,NA
1296839,2007,2500,服务业,江西,农民专业合作社,企业法人,0.68,NA
1296914,2003,5760,商业服务业,江西,有限责任公司,企业法人,0.66,NA
1297209,2001,1080,零售业,广西,有限责任公司,自然人,0.55,NA
1297511,2013,4170,零售业,江西,股份有限公司,自然人,0.6,NA
1297627,2014,3090,商业服务业,江西,有限责任公司,企业法人,0.79,NA
1297695,2005,8480,工业,广东,集体所有制企业,企业法人,0.53,NA
1298231,2008,1690,服务业,江西,农民专业合作社,企业法人,0.62,NA
1298297,2011,5990,零售业,广西,股份有限公司,企业法人,0.73,NA
1298371,2002,3500,社区服务,江西,有限责任公司,自然人,0.72,NA
1298571,2008,7650,商业服务业,湖南,集体所有制企业,自然人,0.55,NA
1298595,2002,8290,服务业,山东,合伙企业,自然人,0.53,NA
1298750,2010,5060,服务业,广东,合伙企业,企业法人,0.71,NA
1298790,2003,6690,服务业,山东,股份有限公司,企业法人,0.99,NA
1298855,2006,3450,零售业,广东,股份有限公司,自然人,0.65,NA
1298940,2012,8290,服务业,湖北,股份有限公司,自然人,0.92,NA
1299320,2000,5090,零售业,广西,集体所有制企业,自然人,0.88,NA
1299358,2001,560,服务业,江西,合伙企业,企业法人,0.68,NA
1299455,2005,8550,工业,山东,农民专业合作社,自然人,0.7,NA
1299523,2003,1570,社区服务,福建,集体所有制企业,自然人,0.81,NA
1299675,2010,6380,工业,福建,农民专业合作社,自然人,0.9,NA
1299697,2004,2190,社区服务,江西,合伙企业,自然人,0.72,NA
1299729,2010,9500,交通运输业,广西,合伙企业,企业法人,0.95,NA
1299788,2009,9250,工业,山东,股份有限公司,自然人,0.92,NA
1299978,2007,4750,服务业,广东,农民专业合作社,自然人,0.79,NA
1300353,2008,340,商业服务业,广西,股份有限公司,企业法人,0.57,NA
1300464,2009,600,工业,湖南,集体所有制企业,自然人,0.59,NA
1300600,2001,3000,工业,湖南,集体所有制企业,企业法人,0.78,NA
1300734,2001,3360,社区服务,湖南,合伙企业,自然人,0.98,NA
1300909,2009,1380,工业,福建,集体所有制企业,自然人,0.84,NA
1301142,2005,1800,交通运输业,福建,农民专业合作社,自然人,0.71,NA
1301290,2004,3510,商业服务业,福建,农民专业合作社,企业法人,0.51,NA
1301318,2004,1700,交通运输业,广东,集体所有制企业,企业法人,0.51,NA
1301330,2001,9650,交通运输业,福建,有限责任公司,自然人,0.82,NA
1301573,2010,2090,服务业,湖南,集体所有制企业,自然人,0.65,NA
1301748,2013,3100,工业,广西,农民专业合作社,企业法人,0.88,NA
1301956,2010,6390,社区服务,山东,农民专业合作社,企业法人,0.57,NA
1302184,2006,6770,商业服务业,湖北,农民专业合作社,自然人,0.77,NA
1302198,2010,4580,NA,广西,集体所有制企业,自然人,0.69,NA
1302571,2013,6890,零售业,湖南,NA,自然人,0.78,NA
1303731,2004,8940,工业,广西,农民专业合作社,企业法人,1,NA
1304159,2007,2930,服务业,广东,集体所有制企业,企业法人,0.87,NA
1304242,2006,2270,服务业,江西,有限责任公司,企业法人,0.68,NA
1304400,2001,2800,工业,湖北,集体所有制企业,自然人,0.73,NA
1304581,2012,540,工业,广东,NA,企业法人,0.8,NA
1304613,2014,6890,商业服务业,江西,农民专业合作社,自然人,0.81,NA
1304995,2010,310,服务业,山东,股份有限公司,自然人,0.82,NA
1305429,2000,5500,服务业,江西,集体所有制企业,自然人,0.66,NA
1305720,2011,1920,工业,山东,集体所有制企业,自然人,0.51,NA
1305819,2001,2020,工业,广东,有限责任公司,企业法人,0.95,NA
1306100,2001,7010,工业,湖南,有限责任公司,企业法人,0.6,NA
1306521,2002,3900,零售业,湖北,有限责任公司,企业法人,0.53,NA
1306586,2014,3410,工业,湖南,农民专业合作社,自然人,0.79,NA
1306858,2006,290,社区服务,广东,股份有限公司,企业法人,0.8,NA
1307238,2012,520,社区服务,江西,股份有限公司,自然人,0.77,NA
1307809,2005,3920,商业服务业,湖北,集体所有制企业,自然人,0.73,NA
1308282,2014,9570,社区服务,广西,集体所有制企业,自然人,0.94,NA
1308476,2002,4100,交通运输业,江西,农民专业合作社,自然人,0.96,NA
1308488,2002,4380,工业,湖南,合伙企业,自然人,0.56,NA
1308656,2007,3530,服务业,山东,集体所有制企业,企业法人,0.73,NA
1308831,2003,9800,零售业,广东,集体所有制企业,自然人,0.68,NA
1309064,2004,9020,工业,湖南,合伙企业,企业法人,0.73,NA
1309216,2003,5770,工业,广东,有限责任公司,自然人,0.53,NA
1309539,2007,4140,交通运输业,江西,有限责任公司,自然人,0.83,NA
1309843,2012,7930,商业服务业,江西,农民专业合作社,企业法人,0.67,NA
1310451,2004,2770,工业,福建,合伙企业,自然人,0.72,NA
1310506,2009,740,零售业,广西,股份有限公司,企业法人,0.71,NA
1310585,2012,9820,工业,山东,集体所有制企业,企业法人,0.64,NA
1310680,2002,1790,商业服务业,NA,股份有限公司,自然人,0.61,NA
1310869,2007,1040,工业,山东,集体所有制企业,企业法人,0.58,NA
1311083,2005,2120,交通运输业,山东,有限责任公司,企业法人,0.64,NA
1311164,2000,7650,商业服务业,湖北,农民专业合作社,自然人,0.54,NA
1311228,2011,7660,服务业,广西,合伙企业,自然人,0.84,NA
1311307,2000,4640,商业服务业,山东,农民专业合作社,自然人,0.64,NA
1311514,2000,2650,服务业,江西,集体所有制企业,企业法人,0.89,NA
1311580,2005,7780,服务业,湖南,有限责任公司,自然人,0.54,NA
1311643,2013,3180,社区服务,山东,股份有限公司,企业法人,0.86,NA
1312140,2003,1870,交通运输业,湖南,农民专业合作社,企业法人,0.86,NA
1312190,2003,7430,零售业,江西,农民专业合作社,自然人,0.96,NA
1312205,2007,1330,服务业,NA,集体所有制企业,自然人,0.83,NA
1312251,2006,780,工业,福建,集体所有制企业,企业法人,0.54,NA
1312285,2011,9360,社区服务,江西,股份有限公司,企业法人,0.69,NA
1312607,2010,7810,服务业,江西,合伙企业,企业法人,0.8,NA
1313559,2009,5040,工业,福建,NA,自然人,0.68,NA
1313780,2003,5680,工业,福建,有限责任公司,企业法人,0.7,NA
1314135,2008,7170,服务业,湖北,集体所有制企业,企业法人,0.78,NA
1314624,2002,2340,零售业,江西,合伙企业,自然人,0.52,NA
1314689,2001,9850,商业服务业,湖南,有限责任公司,企业法人,0.99,NA
1314952,2014,1650,工业,广西,股份有限公司,自然人,0.99,NA
1314974,2001,6610,服务业,江西,股份有限公司,自然人,0.72,NA
1315217,2002,7030,零售业,江西,集体所有制企业,自然人,0.92,NA
1315672,2003,2620,交通运输业,广西,集体所有制企业,自然人,0.88,NA
1315980,2003,7160,交通运输业,福建,合伙企业,企业法人,0.55,NA
1315995,2014,8390,社区服务,湖北,股份有限公司,自然人,0.51,NA
1316269,2002,6160,商业服务业,福建,农民专业合作社,企业法人,0.61,NA
1316303,2013,4700,工业,广西,合伙企业,企业法人,0.85,NA
1316600,2007,9920,商业服务业,福建,有限责任公司,自然人,1,NA
1317321,2013,6170,社区服务,湖南,合伙企业,企业法人,0.68,NA
1317469,2008,590,商业服务业,湖南,合伙企业,企业法人,0.59,NA
1317475,2004,7350,服务业,江西,集体所有制企业,自然人,0.83,NA
1317643,2000,8810,零售业,湖南,集体所有制企业,自然人,0.93,NA
1317893,2001,5190,工业,福建,有限责任公司,自然人,0.56,NA
