ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
5976923,2015,981,12240,5610,39168,31334.4,7833.6,7833.6,7833.6,6630
5976924,2015,162,44400,19980,142080,85248,56832,42624,56832,24420
5976925,2015,163,521400,256355,573540,344124,172062,229416,114708,265045
5976926,2015,359,35040,43800,87600,61320,NA,8760,52560,-8760
5976927,2015,535,88200,40425,388080,310464,155232,38808,155232,47775
5976928,2015,118,79200,77000,95040,76032,38016,-9504,0,2200
5976929,2015,689,94600,44935,283800,198660,56760,56760,113520,49665
5976930,2015,507,680400,1341360,1428840,571536,428652,142884,571536,-660960
5976931,2015,471,56280,103180,219492,87796.8,87796.8,65847.6,43898.4,-46900
5976932,2015,307,71700,32265,193590,116154,77436,38718,116154,39435
5976933,2015,129,15060,18825,54216,21686.4,16264.8,0,21686.4,-3765
5976934,2015,574,528550,NA,2537040,1014816,507408,507408,1014816,-249860
5976935,2015,763,368550,359100,1068795,748156.5,320638.5,427518,641277,9450
5976936,2015,20,2400,3375,2640,1848,1056,1056,1584,-975
5976937,2015,501,336700,663780,202020,141414,20202,0,40404,-327080
5976938,2015,772,20500,16400,71750,35875,7175,28700,28700,4100
5976939,2015,481,4480,3840,2688,1344,537.6,806.4,1075.2,640
5976940,2015,936,62190,110560,161694,80847,64677.6,64677.6,64677.6,-48370
5976941,2015,923,140760,132940,42228,29559.6,4222.8,8445.6,25336.8,7820
5976942,2015,668,172320,165140,86160,60312,8616,8616,17232,7180
5976943,2015,35,135520,NA,81312,32524.8,8131.2,8131.2,16262.4,-55055
5976944,2015,763,341600,166530,1571360,785680,157136,628544,628544,175070
5976945,2015,259,96300,45475,250380,125190,100152,25038,100152,50825
5976946,2015,346,36800,53820,NA,126224,90160,18032,72128,-17020
5976947,2015,655,344520,673380,344520,275616,172260,68904,68904,-328860
5976948,2015,71,360780,352190,469014,234507,93802.8,140704.2,93802.8,8590
5976949,2015,365,94000,137475,470000,376000,141000,0,188000,-43475
5976950,2015,681,89640,172640,143424,71712,43027.2,14342.4,57369.6,-83000
5976951,2015,356,64960,85260,259840,207872,NA,25984,103936,-20300
5976952,2015,584,36750,63000,99225,79380,19845,-9922.5,0,-26250
5976953,2015,NA,41700,80620,183480,146784,73392,55044,73392,-38920
5976954,2015,635,112080,161115,NA,164757.6,47073.6,47073.6,94147.2,-49035
5976955,2015,55,3700,1480,4440,2220,888,0,2664,2220
5976956,2015,136,32580,13575,58644,29322,29322,5864.4,35186.4,19005
5976957,2015,794,2880,4140,864,518.4,432,-86.4,NA,-1260
5976958,2015,977,56700,94500,260820,156492,130410,104328,156492,-37800
5976959,2015,782,75680,68800,143792,115033.6,28758.4,-14379.2,0,6880
5976960,2015,538,9450,11340,34020,20412,6804,-3402,0,-1890
5976961,2015,952,16720,22800,18392,7356.8,9196,1839.2,3678.4,-6080
5976962,2015,708,8120,12180,4060,2436,812,0,2436,-4060
5976963,2015,642,320880,313240,1379784,965848.8,689892,-137978.4,0,7640
5976964,2015,358,79600,35820,390040,312032,195020,39004,156016,43780
5976965,2015,970,81090,72080,16218,8109,3243.6,3243.6,9730.8,9010
5976966,2015,478,121440,59340,497904,348532.8,248952,49790.4,199161.6,62100
5976967,2015,521,43200,54000,12960,7776,3888,2592,5184,-10800
5976968,2015,784,57800,52020,208080,145656,62424,0,83232,5780
5976969,2015,677,54600,70200,234780,164346,93912,70434,46956,-15600
5976970,2015,188,424900,628245,297430,237944,29743,118972,118972,-203345
5976971,2015,849,NA,113580,57421,45936.8,22968.4,5742.1,34452.6,-31550
5976972,2015,460,135450,129000,270900,135450,27090,0,108360,6450
5976973,2015,981,3150,4200,6930,4851,3465,-693,0,-1050
5976974,2015,711,160200,157530,656820,394092,131364,-65682,0,2670
5976975,2015,179,21000,20650,46200,27720,18480,18480,27720,NA
5976976,2015,820,NA,59085,48480,38784,19392,19392,9696,-18685
5976977,2015,81,182130,266190,218556,109278,65566.8,43711.2,87422.4,-84060
5976978,2015,172,NA,628480,223405,89362,67021.5,44681,44681,-309330
5976979,2015,650,336000,660800,235200,141120,94080,94080,47040,-324800
5976980,2015,491,155500,74640,466500,373200,93300,139950,279900,80860
5976981,2015,892,4470,4470,21903,17522.4,4380.6,8761.2,8761.2,0
5976982,2015,498,323250,637880,1293000,775800,517200,-129300,0,-314630
5976983,2015,915,332280,651780,996840,498420,398736,99684,598104,-319500
5976984,2015,861,53620,49790,123326,98660.8,36997.8,36997.8,24665.2,3830
5976985,2015,816,194400,279450,602640,241056,NA,0,361584,-85050
5976986,2015,654,19980,16650,21978,8791.2,6593.4,4395.6,4395.6,3330
5976987,2015,445,43920,36600,65880,39528,6588,26352,39528,7320
5976988,2015,920,166800,79925,16680,11676,5004,5004,6672,86875
5976989,2015,200,40720,17815,NA,19545.6,3257.6,6515.2,13030.4,22905
5976990,2015,251,20250,32400,64800,45360,32400,12960,12960,-12150
5976991,2015,321,101760,146280,457920,274752,183168,137376,91584,-44520
5976992,2015,258,207600,303615,1017240,406896,101724,305172,203448,-96015
5976993,2015,857,101920,189280,264992,105996.8,52998.4,-26499.2,0,-87360
5976994,2015,237,26800,24120,18760,7504,7504,-1876,0,2680
5976995,2015,440,NA,224130,663232,265292.8,265292.8,132646.4,132646.4,-69890
5976996,2015,923,71820,95760,136458,68229,68229,54583.2,27291.6,-23940
5976997,2015,507,194400,94500,349920,139968,174960,139968,69984,99900
5976998,2015,556,14220,11850,27018,13509,5403.6,2701.8,16210.8,2370
5976999,2015,289,42300,19975,131130,91791,65565,26226,52452,22325
5977000,2015,119,50160,22800,165528,132422.4,66211.2,16552.8,99316.8,27360
5977001,2015,697,69280,97425,256336,179435.2,51267.2,-25633.6,0,-28145
5977002,2015,259,47220,19675,99162,69413.4,49581,0,59497.2,27545
5977003,2015,176,105000,50750,52500,26250,5250,5250,10500,54250
5977004,2015,842,23450,37520,77385,54169.5,23215.5,15477,15477,-14070
5977005,2015,26,54860,105500,268814,134407,80644.2,-26881.4,0,-50640
5977006,NA,711,19540,4885,58620,29310,5862,17586,35172,14655
5977007,2015,503,26520,22100,7956,3978,3978,1591.2,NA,4420
5977008,2015,803,50820,48400,167706,67082.4,16770.6,33541.2,67082.4,2420
5977009,2015,736,27800,44480,58380,46704,11676,11676,11676,-16680
5977010,2015,57,68400,98325,143640,86184,28728,14364,57456,-29925
5977011,2015,402,180960,173420,723840,434304,361920,72384,434304,7540
5977012,2015,366,62500,28125,293750,117500,146875,58750,58750,34375
5977013,2015,81,36960,54450,66528,33264,19958.4,26611.2,39916.8,-17490
5977014,2015,125,13500,13500,21600,17280,2160,2160,8640,0
5977015,2015,149,491400,726570,1130220,565110,452088,339066,678132,-235170
5977016,2015,997,145350,142120,712215,498550.5,213664.5,71221.5,284886,3230
5977017,2015,942,1900,1425,3230,1292,323,1292,646,475
5977018,2015,395,84840,38885,330876,264700.8,66175.2,132350.4,198525.6,45955
5977019,2015,704,99820,46345,129766,90836.2,38929.8,38929.8,25953.2,53475
5977020,2015,226,140400,135720,589680,412776,294840,-58968,0,4680
5977021,2015,633,50000,23750,120000,84000,24000,48000,24000,26250
5977022,2015,275,332800,162240,465920,372736,93184,139776,279552,170560
5977023,2015,560,28620,35775,117342,82139.4,46936.8,23468.4,70405.2,-7155
5977024,2015,601,15800,7110,NA,6636,2844,-948,0,8690
5977025,2015,229,83610,37160,209025,104512.5,20902.5,83610,41805,46450
5977026,2015,385,18840,7850,48984,19593.6,24492,4898.4,9796.8,10990
5977027,2015,701,43400,83700,160580,80290,16058,48174,64232,-40300
5977028,2015,742,45000,42000,4500,3150,1350,450,1800,3000
5977029,2015,679,227700,335340,364320,255024,109296,0,218592,-107640
5977030,2015,478,33750,16200,20250,16200,2025,6075,8100,17550
5977031,2015,801,30200,54360,138920,83352,69460,13892,83352,-24160
5977032,2015,191,38400,35200,184320,73728,36864,73728,36864,3200
5977033,2015,72,132600,195840,238680,143208,71604,95472,NA,-63240
5977034,2015,470,2240,980,10752,6451.2,5376,2150.4,6451.2,1260
5977035,2015,508,66080,30680,204848,163878.4,102424,20484.8,122908.8,35400
5977036,2015,549,41760,57420,45936,22968,9187.2,9187.2,9187.2,-15660
5977037,2015,280,338400,665520,33840,13536,3384,3384,20304,-327120
5977038,2015,868,219600,212280,219600,131760,87840,-21960,0,7320
5977039,2015,475,22500,11100,27000,21600,13500,5400,10800,11400
5977040,2015,990,145600,273000,174720,104832,87360,0,104832,-127400
5977041,2015,256,88010,81240,352040,246428,140816,35204,140816,6770
5977042,2015,634,25200,12180,105840,63504,42336,21168,63504,13020
5977043,2015,300,88010,40620,52806,31683.6,26403,0,31683.6,47390
5977044,2015,102,126720,246400,506880,202752,253440,152064,101376,-119680
5977045,2015,835,400400,785400,200200,80080,80080,0,40040,-385000
5977046,2015,603,18240,8360,91200,36480,9120,18240,18240,9880
5977047,2015,76,215040,208320,580608,348364.8,116121.6,58060.8,232243.2,6720
5977048,2015,207,44820,39840,8964,6274.8,896.4,896.4,5378.4,4980
5977049,2015,670,95550,176400,219765,153835.5,87906,0,NA,-80850
5977050,2015,631,508950,751680,2086695,1043347.5,1043347.5,834678,1252017,-242730
5977051,2015,744,306900,300080,337590,236313,101277,33759,67518,6820
5977052,2015,920,144900,71415,608580,426006,121716,121716,121716,73485
5977053,2015,187,80250,149800,176550,123585,70620,-17655,0,-69550
5977054,2015,632,109800,51240,21960,13176,4392,4392,8784,58560
5977055,2015,707,72660,33735,174384,69753.6,87192,-17438.4,0,38925
5977056,2015,90,105000,205800,315000,252000,126000,126000,63000,-100800
5977057,2015,693,221040,322350,641016,384609.6,256406.4,64101.6,256406.4,-101310
5977058,2015,229,12000,6000,NA,4200,2400,600,1200,6000
5977059,2015,760,153120,74965,719664,359832,287865.6,287865.6,287865.6,78155
5977060,2015,771,42000,41160,197400,98700,98700,19740,78960,840
5977061,2015,196,376800,551070,1808640,723456,361728,0,723456,-174270
5977062,2015,557,65730,56340,52584,21033.6,15775.2,21033.6,31550.4,9390
5977063,2015,469,85950,40110,171900,103140,68760,34380,34380,45840
5977064,2015,657,46140,76900,101508,40603.2,30452.4,30452.4,NA,-30760
5977065,2015,632,21060,26325,52650,31590,10530,10530,31590,-5265
5977066,2015,119,11200,20800,49280,19712,24640,14784,19712,-9600
5977067,2015,356,94240,176700,122512,61256,36753.6,24502.4,49004.8,-82460
5977068,2015,246,61830,27480,173124,103874.4,34624.8,51937.2,34624.8,34350
5977069,2015,871,29200,32850,99280,59568,39712,9928,59568,-3650
5977070,2015,337,45890,42360,22945,9178,11472.5,9178,4589,3530
5977071,2015,123,23400,23010,46800,18720,18720,18720,9360,390
5977072,2015,822,218960,322575,919632,643742.4,183926.4,183926.4,551779.2,-103615
5977073,2015,66,47950,19180,57540,40278,23016,5754,34524,28770
5977074,NA,824,14160,25960,49560,24780,4956,19824,29736,-11800
5977075,2015,826,137500,196875,605000,302500,181500,242000,363000,-59375
5977076,2015,350,250900,361875,602160,421512,240864,60216,361296,-110975
5977077,2015,564,24150,33810,70035,56028,35017.5,21010.5,42021,-9660
5977078,2015,1000,17540,8770,61390,36834,24556,6139,36834,8770
5977079,NA,349,186720,268410,149376,74688,59750.4,59750.4,59750.4,-81690
5977080,2015,481,48640,91200,63232,31616,12646.4,6323.2,12646.4,-42560
5977081,2015,396,7040,9240,3520,2464,1760,-352,0,-2200
5977082,2015,110,42160,55335,59024,29512,5902.4,17707.2,23609.6,-13175
5977083,2015,744,17080,8540,18788,15030.4,9394,-1878.8,0,8540
5977084,2015,606,13440,5600,9408,3763.2,2822.4,1881.6,3763.2,7840
5977085,2015,190,400500,587400,640800,384480,64080,192240,384480,-186900
5977086,2015,455,221850,108460,621180,434826,310590,248472,248472,113390
5977087,2015,745,205440,196880,246528,98611.2,24652.8,24652.8,147916.8,8560
5977088,2015,118,40040,72800,188188,94094,18818.8,-18818.8,0,-32760
5977089,2015,665,15450,5150,24720,9888,9888,2472,4944,10300
5977090,2015,907,568200,558730,340920,204552,68184,102276,204552,9470
5977091,2015,842,112000,108800,168000,117600,50400,0,67200,3200
5977092,2015,318,103460,144105,20692,14484.4,10346,2069.2,4138.4,-40645
5977093,2015,716,2150,2580,3870,3096,387,0,774,-430
5977094,2015,452,195300,377580,878850,439425,175770,263655,175770,-182280
5977095,2015,885,162600,79945,471540,235770,141462,188616,94308,82655
5977096,2015,618,271040,399300,298144,208700.8,59628.8,89443.2,59628.8,-128260
5977097,2015,472,11100,16095,45510,18204,13653,9102,27306,-4995
5977098,2015,235,90150,84140,117195,82036.5,11719.5,-11719.5,NA,6010
5977099,2015,777,351000,NA,105300,42120,52650,31590,21060,4680
5977100,2015,546,3660,NA,5124,2049.6,2562,-512.4,0,3660
5977101,2015,962,6960,3190,16008,11205.6,4802.4,4802.4,3201.6,3770
5977102,2015,321,37760,56640,135936,54374.4,67968,13593.6,27187.2,-18880
5977103,2015,984,152480,285900,655664,393398.4,327832,262265.6,262265.6,-133420
5977104,2015,420,5760,8100,4608,3686.4,921.6,460.8,921.6,-2340
5977105,2015,168,56880,53720,238896,191116.8,47779.2,47779.2,143337.6,3160
5977106,2015,457,59200,53280,65120,26048,19536,13024,39072,NA
5977107,2015,179,40950,78000,106470,42588,21294,21294,42588,-37050
5977108,2015,205,3240,5940,8748,3499.2,1749.6,2624.4,5248.8,-2700
5977109,2015,410,10290,10290,40131,20065.5,16052.4,16052.4,8026.2,0
5977110,2015,661,121140,114410,484560,387648,242280,-48456,0,6730
5977111,2015,389,28800,13920,5760,4032,1152,1152,2304,14880
5977112,2015,141,24750,11250,108900,65340,54450,10890,NA,13500
5977113,2015,98,238800,232830,979080,587448,391632,-97908,0,5970
5977114,2015,616,27000,13200,78300,62640,7830,15660,31320,13800
5977115,2015,894,65340,116160,58806,23522.4,17641.8,0,35283.6,-50820
5977116,2015,28,9340,NA,34558,24190.6,10367.4,-3455.8,0,2335
5977117,2015,855,175000,168000,350000,NA,70000,35000,140000,7000
5977118,2015,89,23140,11125,76362,53453.4,38181,15272.4,30544.8,12015
5977119,2015,423,94360,90990,198156,158524.8,79262.4,19815.6,39631.2,3370
5977120,2015,438,32360,12135,61484,30742,12296.8,12296.8,12296.8,20225
5977121,2015,141,2100,3600,4620,2310,462,0,924,-1500
5977122,2015,539,79700,107595,239100,191280,23910,23910,47820,-27895
5977123,2015,181,19320,25760,32844,26275.2,13137.6,-3284.4,0,-6440
5977125,2015,437,63720,113280,114696,68817.6,57348,22939.2,45878.4,-49560
5977126,2015,608,55400,99720,254840,101936,50968,50968,50968,-44320
5977127,2015,744,198500,389060,456550,228275,136965,91310,273930,-190560
5977128,2015,118,18120,13590,23556,14133.6,4711.2,2355.6,4711.2,4530
5977129,2015,162,99600,89640,298800,209160,119520,59760,59760,9960
5977130,2015,60,38800,50925,73720,51604,22116,NA,0,-12125
5977131,2015,749,6760,9360,6084,4258.8,3042,-608.4,0,-2600
5977132,2015,413,126000,184800,529200,211680,105840,158760,211680,-58800
5977133,2015,920,90000,87500,333000,233100,166500,NA,199800,2500
5977134,2015,456,207350,102080,539110,323466,107822,161733,323466,105270
5977135,2015,358,7540,5655,12064,6032,4825.6,4825.6,7238.4,1885
5977136,2015,369,229880,110835,321832,160916,128732.8,96549.6,128732.8,119045
5977137,2015,354,23400,11115,21060,14742,10530,4212,8424,12285
5977138,2015,242,26240,34440,39360,23616,7872,7872,15744,-8200
5977139,2015,940,546000,268450,1474200,589680,147420,294840,294840,277550
5977140,2015,926,58600,26370,117200,58600,46880,11720,23440,32230
5977141,2015,527,34100,31000,163680,81840,81840,0,32736,3100
5977142,2015,927,200640,98230,541728,270864,270864,0,325036.8,102410
5977143,2015,352,4770,0,17649,12354.3,1764.9,7059.6,10589.4,4770
5977144,2015,656,24960,24180,39936,19968,15974.4,11980.8,7987.2,780
5977145,2015,284,217500,105125,348000,243600,174000,-34800,0,112375
5977146,2015,549,44000,79200,70400,56320,7040,-7040,0,-35200
5977147,2015,336,265680,258300,265680,212544,53136,79704,159408,7380
5977148,2015,417,157000,223725,549500,329700,219800,-54950,0,-66725
5977149,2015,865,83040,76120,282336,112934.4,112934.4,0,112934.4,6920
5977150,2015,141,9870,4230,18753,11251.8,3750.6,-1875.3,0,5640
5977151,2015,974,43470,77280,156492,93895.2,31298.4,15649.2,93895.2,-33810
5977152,2015,174,97300,47260,311360,155680,31136,-31136,0,50040
5977153,2015,371,18000,16500,12600,7560,1260,0,2520,1500
5977154,2015,712,226800,110160,272160,108864,27216,-27216,0,NA
5977155,2015,571,220320,428400,705024,423014.4,352512,282009.6,423014.4,-208080
5977156,2015,955,43800,35040,122640,49056,61320,0,73584,8760
5977157,2015,658,126000,60900,327600,196560,163800,65520,131040,NA
5977158,2015,267,155520,149040,77760,54432,31104,31104,15552,6480
5977159,2015,601,114000,55575,57000,39900,5700,-5700,0,58425
5977160,2015,576,46800,44850,154440,123552,77220,0,30888,1950
5977161,2015,920,980,980,490,245,147,-49,0,0
5977162,2015,894,20600,37080,32960,19776,6592,13184,6592,-16480
5977163,2015,725,427960,209865,299572,119828.8,149786,119828.8,179743.2,NA
5977164,2015,751,24300,32805,75330,60264,7533,7533,30132,-8505
5977165,NA,364,67680,30080,230112,92044.8,69033.6,0,138067.2,37600
5977166,2015,724,48900,61125,78240,62592,39120,31296,31296,-12225
5977167,2015,201,6560,11480,24272,14563.2,2427.2,0,9708.8,-4920
5977168,2015,474,65880,90585,52704,31622.4,26352,0,31622.4,-24705
5977169,2015,981,24900,29880,49800,34860,14940,0,9960,-4980
5977170,2015,104,124320,233100,534576,267288,106915.2,-53457.6,0,-108780
5977171,2015,101,20800,30000,18720,NA,1872,5616,11232,-9200
5977172,2015,594,66240,60720,258336,180835.2,25833.6,-25833.6,0,5520
5977173,2015,278,6660,6290,10656,7459.2,4262.4,-1065.6,0,370
5977174,2015,346,21600,21000,103680,51840,10368,41472,41472,600
5977175,2015,297,74160,71070,200232,120139.2,20023.2,40046.4,40046.4,3090
5977176,2015,55,6150,2460,13530,8118,4059,0,5412,3690
5977177,2015,383,492600,242195,1330020,931014,665010,399006,532008,250405
5977178,2015,328,67520,98115,216064,172851.2,21606.4,-21606.4,0,-30595
5977179,2015,609,193600,378400,38720,15488,7744,7744,15488,-184800
5977180,2015,672,189090,366720,548361,329016.6,219344.4,109672.2,109672.2,-177630
5977181,2015,514,83700,161820,209250,83700,20925,83700,41850,-78120
5977182,2015,984,13900,3475,43090,25854,17236,4309,8618,10425
5977183,2015,281,46480,20335,223104,178483.2,44620.8,22310.4,44620.8,26145
5977184,2015,539,4000,7800,20000,16000,2000,-2000,0,-3800
5977185,2015,366,130480,121160,326200,260960,65240,97860,65240,9320
5977186,2015,516,76800,37440,184320,92160,92160,18432,73728,39360
5977187,2015,102,111600,156240,212040,127224,21204,84816,42408,-44640
5977188,2015,229,294840,575640,884520,619164,176904,0,353808,-280800
5977189,2015,407,13760,15480,34400,20640,10320,3440,6880,-1720
5977190,2015,719,147630,210900,398601,318880.8,79720.2,0,239160.6,-63270
5977191,2015,216,579600,1139880,2086560,1669248,208656,834624,834624,-560280
5977192,2015,533,264680,129795,1111656,444662.4,444662.4,111165.6,666993.6,134885
5977193,2015,338,31680,58080,88704,44352,26611.2,26611.2,35481.6,-26400
5977194,2015,85,21120,23760,54912,27456,5491.2,-5491.2,0,-2640
5977195,2015,444,289500,419775,463200,277920,92640,92640,92640,-130275
5977196,2015,957,421650,412280,885465,708372,177093,88546.5,354186,9370
5977197,2015,754,127680,124640,383040,268128,76608,114912,153216,3040
5977198,2015,704,175340,167370,368214,220928.4,36821.4,36821.4,220928.4,7970
5977199,2015,519,159840,301920,143856,71928,14385.6,-14385.6,0,-142080
5977200,2015,174,79520,36920,302176,181305.6,60435.2,60435.2,120870.4,42600
5977201,2015,778,28320,40710,14160,11328,7080,-1416,0,-12390
5977202,2015,974,35100,32760,63180,25272,12636,12636,37908,2340
5977203,2015,673,439120,643710,1361272,544508.8,680636,NA,544508.8,-204590
5977204,2015,67,11880,11440,5940,3564,2376,0,3564,440
5977205,2015,895,7080,0,11328,7929.6,2265.6,0,4531.2,7080
5977206,2015,707,166000,242775,99600,49800,29880,0,39840,-76775
5977207,2015,244,11010,14680,35232,28185.6,14092.8,-3523.2,0,-3670
5977208,2015,405,9240,4400,17556,8778,3511.2,1755.6,7022.4,4840
5977209,2015,305,104130,101460,83304,41652,41652,16660.8,16660.8,2670
5977210,2015,829,112440,103070,247368,123684,98947.2,74210.4,98947.2,9370
5977211,2015,495,317850,619400,63570,31785,19071,25428,12714,-301550
5977212,2015,203,396550,194670,1229305,NA,245861,-122930.5,0,201880
5977213,2015,552,8610,0,18942,15153.6,9471,0,3788.4,8610
5977214,2015,690,76200,71120,289560,173736,144780,57912,57912,5080
5977215,2015,532,75920,74460,60736,30368,12147.2,-6073.6,0,1460
5977216,2015,125,158400,231000,316800,253440,95040,95040,190080,-72600
5977217,2015,997,96200,137085,57720,40404,17316,5772,11544,-40885
5977218,2015,989,142500,137750,313500,250800,94050,94050,62700,4750
5977219,2015,151,8880,12765,31080,15540,3108,9324,18648,-3885
5977220,2015,750,68900,31005,172250,86125,68900,68900,34450,37895
5977221,2015,507,27840,11600,125280,87696,50112,-12528,0,16240
5977222,2015,378,13800,24840,19320,15456,3864,1932,7728,-11040
5977223,2015,219,22950,15300,59670,35802,17901,-5967,0,7650
5977224,2015,834,221430,107360,509289,254644.5,203715.6,203715.6,101857.8,114070
5977225,2015,912,204330,97300,163464,114424.8,16346.4,65385.6,65385.6,107030
5977226,2015,535,359320,352410,1437280,574912,287456,143728,862368,6910
5977227,2015,336,NA,541620,605880,484704,60588,-60588,0,-266220
5977228,2015,493,154880,150040,NA,75891.2,54208,-10841.6,0,4840
5977229,2015,614,42240,36960,152064,76032,60825.6,30412.8,30412.8,5280
5977230,2015,73,4620,3080,NA,2956.8,739.2,2217.6,1478.4,1540
5977231,2015,734,27900,24800,139500,55800,27900,27900,83700,3100
5977232,2015,316,23380,43420,86506,34602.4,43253,0,51903.6,-20040
5977233,2015,888,233750,448800,23375,11687.5,11687.5,-2337.5,0,-215050
5977234,2015,494,72360,99495,361800,144720,144720,144720,144720,-27135
5977235,2015,988,93600,134550,365040,292032,73008,73008,146016,-40950
5977236,2015,846,160000,228000,688000,481600,344000,68800,275200,-68000
5977237,2015,512,88650,130020,124110,62055,12411,-12411,0,-41370
5977238,2015,757,23130,30840,32382,16191,6476.4,9714.6,6476.4,-7710
5977239,2015,253,62550,29190,125100,50040,37530,37530,25020,33360
5977240,NA,429,NA,4800,256,153.6,102.4,0,153.6,NA
5977241,2015,626,11480,5740,49364,29618.4,14809.2,0,19745.6,5740
5977242,2015,97,74520,68310,7452,5961.6,2980.8,2235.6,1490.4,6210
5977243,2015,958,316500,310170,1107750,664650,221550,332325,221550,6330
5977244,2015,400,33200,16185,146080,73040,73040,58432,58432,17015
5977245,2015,330,23040,40320,76032,53222.4,7603.2,0,30412.8,-17280
5977246,NA,578,29880,22410,92628,37051.2,37051.2,18525.6,18525.6,7470
5977247,2015,562,28240,31770,135552,54220.8,40665.6,13555.2,27110.4,-3530
5977248,2015,384,137520,200550,192528,154022.4,77011.2,57758.4,38505.6,-63030
5977249,2015,225,89400,120690,321840,128736,96552,96552,64368,-31290
5977250,2015,77,325800,160185,195480,78192,97740,-19548,0,165615
5977251,2015,677,199080,388680,437976,218988,218988,131392.8,262785.6,-189600
5977252,2015,707,32880,15070,13152,9206.4,2630.4,0,5260.8,17810
5977253,2015,573,60200,59340,36120,21672,14448,0,14448,860
5977254,2015,159,67680,32430,216576,129945.6,86630.4,-21657.6,0,35250
5977255,2015,907,184100,178840,368200,147280,184100,36820,147280,5260
5977256,2015,50,112060,51720,11206,4482.4,1120.6,4482.4,6723.6,60340
5977257,2015,176,14850,7260,66825,33412.5,33412.5,13365,13365,7590
5977258,2015,413,3240,6120,12960,7776,1296,5184,2592,-2880
5977259,2015,611,61920,30315,111456,78019.2,11145.6,-11145.6,0,31605
5977260,2015,769,488280,718335,341796,273436.8,102538.8,68359.2,136718.4,-230055
5977261,2015,870,37520,28140,131320,91924,NA,52528,52528,9380
5977262,2015,687,234780,225750,422604,211302,169041.6,0,169041.6,9030
5977263,2015,361,6200,2790,5580,4464,2790,0,1116,3410
5977264,2015,668,230850,222300,784890,313956,156978,313956,313956,8550
5977265,2015,398,54720,51300,27360,13680,10944,-2736,0,3420
5977266,2015,518,44000,19250,110000,88000,44000,NA,22000,24750
5977267,2015,294,102080,47850,40832,20416,4083.2,-4083.2,0,54230
5977268,2015,167,41310,55080,95013,38005.2,19002.6,38005.2,19002.6,-13770
5977269,2015,471,18920,9245,71896,57516.8,7189.6,0,14379.2,9675
5977270,2015,256,28950,9650,78165,62532,31266,0,46899,19300
5977271,2015,537,46170,22230,156978,78489,62791.2,31395.6,94186.8,23940
5977272,2015,829,94400,92040,311520,124608,93456,62304,124608,2360
5977273,2015,722,115200,52800,23040,16128,11520,9216,9216,62400
5977274,2015,575,101550,47390,10155,7108.5,2031,3046.5,2031,54160
5977275,2015,565,186760,180090,616308,308154,61630.8,246523.2,246523.2,6670
5977276,2015,786,39440,69020,82824,49694.4,16564.8,-8282.4,0,-29580
5977277,2015,229,42240,61440,139392,97574.4,13939.2,13939.2,83635.2,-19200
5977278,2015,950,146100,136360,379860,189930,189930,0,151944,9740
5977279,2015,615,25960,9735,49324,29594.4,24662,4932.4,9864.8,16225
5977280,2015,680,99400,178920,129220,103376,38766,0,51688,-79520
5977281,2015,836,30900,25750,120510,48204,48204,0,48204,5150
5977282,2015,228,20600,15450,74160,51912,22248,-7416,0,5150
5977283,2015,421,43200,20160,4320,2160,1728,432,2592,23040
5977284,2015,129,67860,125280,203580,122148,61074,40716,40716,-57420
5977285,2015,28,62640,90480,50112,20044.8,10022.4,0,30067.2,-27840
5977286,2015,404,193600,189200,367840,183920,73568,-36784,0,4400
5977287,2015,688,67760,118580,27104,13552,2710.4,5420.8,10841.6,-50820
5977288,2015,419,320400,156640,833040,499824,249912,NA,0,163760
5977289,2015,528,239200,460000,167440,100464,16744,66976,100464,-220800
5977290,2015,742,171990,165620,447174,313021.8,89434.8,-44717.4,NA,6370
5977291,2015,442,237160,228690,782628,626102.4,234788.4,156525.6,156525.6,8470
5977292,2015,146,37680,54165,41448,29013.6,4144.8,16579.2,24868.8,-16485
5977293,2015,245,267150,260300,1015170,609102,101517,304551,406068,6850
5977294,2015,648,362000,532140,289600,115840,144800,28960,57920,-170140
5977295,2015,228,98880,90640,425184,255110.4,85036.8,-42518.4,0,NA
5977296,2015,815,5940,1980,18414,11048.4,7365.6,1841.4,3682.8,3960
5977297,2015,788,380120,372810,760240,608192,76024,0,456144,7310
5977298,2015,517,202880,196540,486912,243456,97382.4,-48691.2,0,6340
5977299,2015,458,158000,225150,726800,581440,72680,145360,145360,-67150
5977300,2015,109,33520,14665,26816,21452.8,2681.6,8044.8,10726.4,18855
5977301,2015,861,329600,321360,461440,184576,92288,-46144,0,8240
5977302,2015,146,61360,88500,98176,58905.6,49088,29452.8,39270.4,-27140
5977303,2015,925,55440,81180,232848,139708.8,116424,23284.8,46569.6,-25740
5977304,2015,77,102800,200460,226160,180928,90464,0,45232,-97660
5977305,2015,842,83820,114300,393954,157581.6,78790.8,-39395.4,0,-30480
5977306,2015,401,136160,191475,81696,65356.8,16339.2,32678.4,49017.6,-55315
5977308,2015,678,442000,216580,1502800,751400,601120,300560,901680,225420
5977309,2015,293,13320,6475,19980,15984,7992,0,7992,6845
5977310,2015,201,11960,16560,29900,14950,11960,11960,17940,-4600
5977311,2015,842,92680,43030,370720,NA,185360,37072,74144,49650
5977312,2015,102,69850,63500,209550,104775,41910,0,83820,6350
